Comment,Emotion
i feel extremely honoured and flattered that you are turning to me for advice in this matter and hope that i can help you with your decision,joy
i begin to feel terribly rude and that causes me to become depressed,anger
im not feeling the outfit but the heels are gorgeous,joy
i was feeling some irritation and anger feeling being insulted,anger
i remember just knowing you were crazy in love with me without a shadow of a doubt and you made me feel gorgeous always,joy
i really hate this feeling when you really give so much damn about someone but really all that person show you is just simply like they cant be bothered with you,anger
i was feeling very stressed with all that i had to get accomplished in the little amount of time that i had,anger
i feel a world class player in the benzema mould would be fantastic,joy
i answer feeling clever again,joy
i feel angry or resentful all i need do is remind myself that each day sober has been made possible by a fellowship which supports me all the way,anger
i kept my laptop close searching for jobs that i could build a career out of and looking for those all important christmas recipes to make this year feel a little more special,joy
i look forward to when i am feeling better and can write more often,joy
i dont know if i cans trust him and i dont know how he feels about trusting me,joy
i don t know what to do about it or how to do it almost feeling angry within myself that i can t do something tangible and pragmatic to help my sisters,anger
i was lured into the idea of the event with the promise of free champagne you know me and a brilliant talk by bestselling author kathy lette but left feeling genuinely inspired and empowered,joy
i feel like i need to make a list leanne would be appalled at the thought so that i dont miss anything,anger
i feel bitter and just honkerblonked off in general,anger
